N_unmapped	1419717	1419717	1419717
N_multimapping	1279165	1279165	1279165
N_noFeature	179033	24463826	24475243
N_ambiguous	682747	161969	155394
WBGene00000003	387	195	192
WBGene00000007	116	61	55
WBGene00000014	1	1	0
WBGene00000015	12	7	5
WBGene00000022	982	495	523
WBGene00000024	0	0	0
WBGene00000027	2	1	1
WBGene00000029	2	1	1
WBGene00000030	1	0	1
WBGene00000031	42	27	16
WBGene00000054	100	43	57
WBGene00000055	112	93	70
WBGene00000056	75	47	28
WBGene00000057	63	37	26
WBGene00000062	9	3	6
WBGene00000063	2830	2106	2129
WBGene00000064	46861	23421	23494
WBGene00000065	7667	4186	4702
WBGene00000069	47	27	21
WBGene00000071	393	193	228
WBGene00000073	1000	588	602
WBGene00000097	2132	1004	1129
WBGene00000098	13146	6479	6670
WBGene00000102	15574	7886	7760
WBGene00000108	0	0	0
WBGene00000110	8011	4039	3976
WBGene00000111	336	154	182
WBGene00000139	150	87	73
WBGene00000142	7146	3684	3649
WBGene00000144	2001	973	1029
WBGene00000146	15315	7647	7672
WBGene00000159	1986	1005	981
WBGene00000168	9444	4772	4672
WBGene00000172	185	101	84
WBGene00000173	7	5	2
WBGene00000174	80	34	48
WBGene00000200	7927	3974	3954
WBGene00000214	16001	7791	8210
WBGene00000215	6906	3402	3561
WBGene00000218	18947	9379	9579
WBGene00000219	40800	20188	20624
WBGene00000226	6825	3443	3382
WBGene00000228	2471	1228	1244
WBGene00000233	371	213	188
WBGene00000244	21	11	10
WBGene00000249	2845	1439	1407
WBGene00000250	3739	1887	1853
WBGene00000257	9110	4663	4513
WBGene00000285	161	421	192
WBGene00000298	1361	771	665
WBGene00000302	133	68	66
WBGene00000373	466	232	234
WBGene00000387	3565	1749	1825
WBGene00000412	18	12	6
WBGene00000445	30	24	14
WBGene00000447	10	6	4
WBGene00000449	30	17	17
WBGene00000453	1363	740	782
WBGene00000454	10	5	5
WBGene00000455	54	34	24
WBGene00000477	98	57	60
WBGene00000478	570	288	283
WBGene00000480	11896	5924	5991
WBGene00000488	46	29	22
WBGene00000490	57	24	33
WBGene00000491	80	74	37
WBGene00000498	5706	2907	2799
WBGene00000499	983	534	474
WBGene00000514	281	130	154
WBGene00000521	13	9	4
WBGene00000533	5003	2464	2539
WBGene00000534	7168	3798	3796
WBGene00000539	63	31	32
WBGene00000541	54	33	24
WBGene00000552	19717	9526	10194
WBGene00000554	1063	536	527
WBGene00000555	26	7	19
WBGene00000556	539	275	264
WBGene00000557	399	205	194
WBGene00000558	739	396	343
WBGene00000559	1	1	0
WBGene00000562	162	87	80
WBGene00000592	4869	2454	2416
WBGene00000599	361	201	160
WBGene00000601	29	10	19
WBGene00000602	14	8	6
WBGene00000614	0	0	0
WBGene00000620	190	84	106
WBGene00000712	104	54	50
WBGene00000713	7967	4007	3962
WBGene00000714	7	5	2
WBGene00000715	185	107	87
WBGene00000716	8334	4211	4161
WBGene00000717	215	136	79
WBGene00000718	22	7	15
WBGene00000719	30	14	16
WBGene00000720	174	84	93
WBGene00000721	0	0	0
WBGene00000722	74	38	36
WBGene00000723	26	13	13
WBGene00000724	6	2	7
WBGene00000725	8	2	6
WBGene00000726	83	38	45
